
====================================================
 HierFAVG Training Start
====================================================

[Round   1] Broadcasting to 2 edges...
  [Edge 0] G1 | E1 | Hier-pFedMe | Selected 85/85
  [Client 37] Round 1 | Hier-pFedMe(λ2=35.0) | loss=1.8552
  [Client 97] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.8520
  [Client  7] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.5879
  [Client 93] Round 18 | Hier-pFedMe(λ2=35.0) | loss=1.2483
  [Client 77] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.2467
  [Client 61] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.6104
  [Client 39] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.7346
  [Client 31] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.4841
  [Client 15] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.7644
  [Client 37] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.9573
  [Client 27] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.5962
  [Client  9] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.7665
  [Client 49] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.9092
  [Client  3] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.5117
  [Client 98] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.7272
  [Client 79] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.2670
  [Client 62] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.5828
  [Client 83] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.6315
  [Client 80] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.6091
  [Client 65] Round 18 | Hier-pFedMe(λ2=35.0) | loss=1.0517
  [Client 67] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.6183
  [Client 70] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.8315
  [Client 41] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.5536
  [Client 25] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.6829
  [Client 75] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.6507
  [Client 89] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.8838
  [Client 78] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.2559
  [Client 64] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.6065
  [Client 88] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.2695
  [Client 11] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.6691
  [Client 55] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.5354
  [Client 36] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.7152
  [Client 26] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.6615
  [Client 51] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.7985
  [Client 96] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.2323
  [Client 72] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.6272
  [Client 35] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.9156
  [Client 85] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.4960
  [Client 42] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.5448
  [Client 10] Round 18 | Hier-pFedMe(λ2=35.0) | loss=1.1011
  [Client 84] Round 18 | Hier-pFedMe(λ2=35.0) | loss=1.1086
  [Client 13] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.4743
  [Client 19] Round 18 | Hier-pFedMe(λ2=35.0) | loss=1.2852
  [Client  5] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.7667
  [Client 74] Round 18 | Hier-pFedMe(λ2=35.0) | loss=1.0360
  [Client 66] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.6356
  [Client 69] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.9849
  [Client 17] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.4946
  [Client 47] Round 18 | Hier-pFedMe(λ2=35.0) | loss=1.1005
  [Client 20] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.9605
  [Client 43] Round 18 | Hier-pFedMe(λ2=35.0) | loss=1.0109
  [Client 90] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.6129
  [Client  2] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.7483
  [Client 82] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.8128
  [Client 86] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.6274
  [Client 53] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.5580
  [Client 48] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.5658
  [Client 21] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.2491
  [Client 18] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.7336
  [Client 32] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.9530
  [Client  6] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.7098
  [Client 29] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.7337
  [Edge 0] G18 | E1 | loss=0.7358
  [Edge 1] G18 | E1 | Hier-pFedMe | Selected 15/15
  [Client 76] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.7642
  [Client 40] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.9200
  [Client  0] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.5356
  [Client 59] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.5460
  [Client 33] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.8341
  [Client 95] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.5965
  [Client 23] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.5813
  [Client 14] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.5905
  [Client 81] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.5638
  [Client 58] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.5692
  [Client 22] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.5653
  [Client 63] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.4417
  [Client 71] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.6071
  [Client 38] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.5077
  [Client 99] Round 18 | Hier-pFedMe(λ2=35.0) | loss=0.4200
  [Edge 1] G18 | E1 | loss=0.6029
  [Cloud] GM=0.1389 | loss=2.2338 | time=38.5s | comm=4556.2MB (total=82011MB)

[Round  19] Broadcasting to 2 edges...
  [Edge 0] G19 | E1 | Hier-pFedMe | Selected 85/85
  [Client 79] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.2561
  [Client 98] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6057
  [Client 32] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.9275
  [Client 88] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.2566
  [Client 48] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.7657
  [Client 77] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.2411
  [Client 47] Round 19 | Hier-pFedMe(λ2=35.0) | loss=1.1661
  [Client 10] Round 19 | Hier-pFedMe(λ2=35.0) | loss=1.2268
  [Client 11] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6573
  [Client 72] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5012
  [Client  1] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6821
  [Client 15] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6781
  [Client 91] Round 19 | Hier-pFedMe(λ2=35.0) | loss=1.0142
  [Client 36] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5486
  [Client  5] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.7077
  [Client 46] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.8761
  [Client 96] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.2335
  [Client  6] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5853
  [Client 20] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.9867
  [Client 42] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6791
  [Client 97] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5167
  [Client 82] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6285
  [Client 55] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6140
  [Client 28] Round 19 | Hier-pFedMe(λ2=35.0) | loss=1.0414
  [Client  8] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5697
  [Client 64] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6835
  [Client 19] Round 19 | Hier-pFedMe(λ2=35.0) | loss=1.0407
  [Client 92] Round 19 | Hier-pFedMe(λ2=35.0) | loss=1.0369
  [Client 27] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5196
  [Client 67] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5753
  [Client 80] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5930
  [Client 43] Round 19 | Hier-pFedMe(λ2=35.0) | loss=1.0968
  [Client 85] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6322
  [Client 60] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5950
  [Client 21] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.2264
  [Client 56] Round 19 | Hier-pFedMe(λ2=35.0) | loss=1.0072
  [Client 52] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.7595
  [Client 34] Round 19 | Hier-pFedMe(λ2=35.0) | loss=1.0385
  [Client 26] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.8808
  [Client 13] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5542
  [Client 45] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.2317
  [Client 87] Round 19 | Hier-pFedMe(λ2=35.0) | loss=1.1154
  [Client 73] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.7912
  [Client 49] Round 19 | Hier-pFedMe(λ2=35.0) | loss=1.0474
  [Client 24] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5192
  [Client 18] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.7530
  [Client 12] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5227
  [Client 30] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.9051
  [Client 57] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5941
  [Client 54] Round 19 | Hier-pFedMe(λ2=35.0) | loss=1.0931
  [Client 90] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6128
  [Client  7] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6811
  [Client 86] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.7351
  [Client 53] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5211
  [Client 41] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5300
  [Client 70] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.8280
  [Client 65] Round 19 | Hier-pFedMe(λ2=35.0) | loss=1.0778
  [Client 44] Round 19 | Hier-pFedMe(λ2=35.0) | loss=1.1502
  [Client 37] Round 19 | Hier-pFedMe(λ2=35.0) | loss=1.1181
  [Client  9] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6608
  [Client 39] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5894
  [Client 50] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.9926
  [Client 25] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.7190
  [Client 75] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6097
  [Client 68] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6698
  [Client 83] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6451
  [Client 51] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.9605
  [Client 93] Round 19 | Hier-pFedMe(λ2=35.0) | loss=1.0935
  [Client 35] Round 19 | Hier-pFedMe(λ2=35.0) | loss=1.0861
  [Client 84] Round 19 | Hier-pFedMe(λ2=35.0) | loss=1.1120
  [Client 94] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.9186
  [Client 17] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6212
  [Client  4] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6686
  [Client 29] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.7284
  [Client 61] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6590
  [Client  3] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5379
  [Client 78] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.2486
  [Client 89] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.7737
  [Client 31] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6722
  [Client 74] Round 19 | Hier-pFedMe(λ2=35.0) | loss=1.0374
  [Client  2] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.7524
  [Client 62] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6953
  [Client 69] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.9673
  [Client 16] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.8882
  [Client 66] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5975
  [Edge 0] G19 | E1 | loss=0.7404
  [Edge 1] G19 | E1 | Hier-pFedMe | Selected 15/15
  [Client 99] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5281
  [Client  0] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5051
  [Client 14] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5143
  [Client 63] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.4439
  [Client 76] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.8271
  [Client 58] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.4525
  [Client 71] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5653
  [Client 95] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.4802
  [Client 23] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.5865
  [Client 59] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.4741
  [Client 33] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.8817
  [Client 38] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.4700
  [Client 40] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.7587
  [Client 22] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6666
  [Client 81] Round 19 | Hier-pFedMe(λ2=35.0) | loss=0.6233
  [Edge 1] G19 | E1 | loss=0.5852
  [Cloud] GM=0.1725 | loss=2.2228 | time=38.5s | comm=4556.2MB (total=86568MB)

[Round  20] Broadcasting to 2 edges...
  [Edge 0] G20 | E1 | Hier-pFedMe | Selected 85/85
  [Client 30] Round 20 | Hier-pFedMe(λ2=35.0) | loss=1.0180
  [Client 55] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.6156
  [Client 57] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.6604
  [Client 32] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.9829
  [Client 15] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.6048
  [Client 18] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.7976
  [Client 66] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.6747
  [Client 42] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5169
  [Client 82] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.7614
  [Client 28] Round 20 | Hier-pFedMe(λ2=35.0) | loss=1.0120
  [Client 60] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5848
  [Client 70] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.8439
  [Client 16] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.9574
  [Client 48] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.7714
  [Client 25] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.4750
  [Client 34] Round 20 | Hier-pFedMe(λ2=35.0) | loss=1.0462
  [Client 97] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.6635
  [Client 47] Round 20 | Hier-pFedMe(λ2=35.0) | loss=1.2077
  [Client 26] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.6692
  [Client 12] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.6113
  [Client 93] Round 20 | Hier-pFedMe(λ2=35.0) | loss=1.0628
  [Client 89] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.8417
  [Client 88] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.2564
  [Client 39] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.7055
  [Client 83] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.6209
  [Client 45] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.2346
  [Client 17] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5254
  [Client 37] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.9417
  [Client 86] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.6609
  [Client 56] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.9456
  [Client 49] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.9263
  [Client 90] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.7346
  [Client 91] Round 20 | Hier-pFedMe(λ2=35.0) | loss=1.2168
  [Client 98] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.6348
  [Client 85] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.7109
  [Client 10] Round 20 | Hier-pFedMe(λ2=35.0) | loss=1.1931
  [Client 79] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.2579
  [Client 72] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.6352
  [Client 46] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.6614
  [Client 96] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.2424
  [Client 24] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5158
  [Client 31] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5665
  [Client 75] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5798
  [Client 21] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.2315
  [Client 78] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.2429
  [Client  8] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.6506
  [Client 84] Round 20 | Hier-pFedMe(λ2=35.0) | loss=1.1660
  [Client 36] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5242
  [Client 19] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.9860
  [Client 41] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.8779
  [Client 74] Round 20 | Hier-pFedMe(λ2=35.0) | loss=1.0013
  [Client 67] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.6305
  [Client 62] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5269
  [Client 20] Round 20 | Hier-pFedMe(λ2=35.0) | loss=1.0572
  [Client 13] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5285
  [Client  5] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.6617
  [Client 61] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.6541
  [Client 87] Round 20 | Hier-pFedMe(λ2=35.0) | loss=1.1330
  [Client 69] Round 20 | Hier-pFedMe(λ2=35.0) | loss=1.2126
  [Client 77] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.2384
  [Client  7] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5691
  [Client  6] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5312
  [Client 73] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.7101
  [Client 80] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.6361
  [Client 52] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.6851
  [Client 94] Round 20 | Hier-pFedMe(λ2=35.0) | loss=1.2288
  [Client 11] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.7684
  [Client 68] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5923
  [Client  1] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5785
  [Client 64] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5479
  [Client 35] Round 20 | Hier-pFedMe(λ2=35.0) | loss=1.0478
  [Client 54] Round 20 | Hier-pFedMe(λ2=35.0) | loss=1.1214
  [Client  9] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.6137
  [Client 29] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.6378
  [Client 53] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.6117
  [Client 51] Round 20 | Hier-pFedMe(λ2=35.0) | loss=1.0349
  [Client 50] Round 20 | Hier-pFedMe(λ2=35.0) | loss=1.0555
  [Client  4] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.8144
  [Client 43] Round 20 | Hier-pFedMe(λ2=35.0) | loss=1.0049
  [Client 92] Round 20 | Hier-pFedMe(λ2=35.0) | loss=1.0686
  [Client 65] Round 20 | Hier-pFedMe(λ2=35.0) | loss=1.0519
  [Client  2] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5894
  [Client 44] Round 20 | Hier-pFedMe(λ2=35.0) | loss=1.1829
  [Client 27] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5500
  [Client  3] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.4670
  [Edge 0] G20 | E1 | loss=0.7432
  [Edge 1] G20 | E1 | Hier-pFedMe | Selected 15/15
  [Client 95] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5074
  [Client 81] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.4850
  [Client 99] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.4663
  [Client 63] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.4742
  [Client  0] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.4251
  [Client 58] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5057
  [Client 71] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5882
  [Client 76] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.8401
  [Client 23] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5791
  [Client 22] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.4753
  [Client 33] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.8470
  [Client 59] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5126
  [Client 14] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5635
  [Client 38] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.5536
  [Client 40] Round 20 | Hier-pFedMe(λ2=35.0) | loss=0.8029
  [Edge 1] G20 | E1 | loss=0.5751
  [Cloud] GM=0.1742 | EM=0.1560 PM=0.7828 | loss=2.2252 | time=204.9s | comm=4556.2MB (total=91124MB)

[Round  21] Broadcasting to 2 edges...
  [Edge 0] G21 | E1 | Hier-pFedMe | Selected 85/85
  [Client 72] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.5784
  [Client 18] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.6682
  [Client 90] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.8308
  [Client 30] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.8627
  [Client 92] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.9406
  [Client 47] Round 21 | Hier-pFedMe(λ2=35.0) | loss=1.1655
  [Client 37] Round 21 | Hier-pFedMe(λ2=35.0) | loss=1.2131
  [Client 66] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.5658
  [Client 21] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.2191
  [Client 98] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.6153
  [Client 56] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.8930
  [Client 15] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.7257
  [Client 29] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.5553
  [Client 17] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.5416
  [Client 68] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.6673
  [Client 87] Round 21 | Hier-pFedMe(λ2=35.0) | loss=1.1208
  [Client 42] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.6884
  [Client  5] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.6792
  [Client 78] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.2524
  [Client  1] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.5589
  [Client  7] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.5796
  [Client 36] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.5688
  [Client 26] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.6966
  [Client 27] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.6188
  [Client 61] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.6342
  [Client  3] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.4686
  [Client 79] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.2526
  [Client 53] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.7255
  [Client 88] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.2308
  [Client 45] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.2555
  [Client 31] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.6382
  [Client 48] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.6345
  [Client 69] Round 21 | Hier-pFedMe(λ2=35.0) | loss=1.0057
  [Client 75] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.6492
  [Client 51] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.9866
  [Client 67] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.4901
  [Client 34] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.9396
  [Client 41] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.4832
  [Client 74] Round 21 | Hier-pFedMe(λ2=35.0) | loss=1.1148
  [Client 89] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.8860
  [Client 83] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.5474
  [Client  2] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.5119
  [Client 54] Round 21 | Hier-pFedMe(λ2=35.0) | loss=1.1146
  [Client 97] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.5983
  [Client 96] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.2386
  [Client 70] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.7799
  [Client 10] Round 21 | Hier-pFedMe(λ2=35.0) | loss=1.0037
  [Client 20] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.9978
  [Client 84] Round 21 | Hier-pFedMe(λ2=35.0) | loss=1.1097
  [Client 24] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.4312
  [Client 35] Round 21 | Hier-pFedMe(λ2=35.0) | loss=1.0403
  [Client 28] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.9068
  [Client 57] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.5156
  [Client 52] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.6842
  [Client 86] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.6107
  [Client  9] Round 21 | Hier-pFedMe(λ2=35.0) | loss=0.5664
